index,title,certificate,genre,runtime,rating
7799,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
7800,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
7801,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
7802,365 dni,A,"Drama, Romance",114 min,3.3
7803,The Father,UA,"Drama, Mystery",97 min,8.2
7804,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
7805,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
7806,Hamilton,12+,"Biography, Drama, History",160 min,8.3
7807,After We Collided,18,"Drama, Romance",105 min,5
7808,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
7809,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
7810,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
7811,Extraction,18,"Action, Thriller",116 min,6.7
7812,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
7813,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
7814,Druk,16,"Comedy, Drama",117 min,7.7
7815,The Old Guard,18,"Action, Thriller",125 min,6.6
7816,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
7817,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
7818,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
7819,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
7820,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
7821,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
7822,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
7823,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
7824,De slag om de Schelde,18,"Drama, War",124 min,7.1
7825,Soul,U,"Animation, Adventure, Comedy",100 min,8
7826,Greyhound,A,"Action, Drama, History",91 min,7
7827,Minari,UA,Drama,115 min,7.4
7828,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
7829,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
7830,Pieces of a Woman,18,Drama,126 min,7
7831,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
7832,Run,16,"Mystery, Thriller",90 min,6.7
7833,The Way Back,R,"Drama, Sport",108 min,6.7
7834,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
7835,Nomadland,UA,Drama,107 min,7.3
7836,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
7837,Unhinged,A,"Action, Thriller",90 min,6
7838,Becky,R,"Action, Crime, Drama",93 min,5.9
7839,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
7840,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
7841,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
7842,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
7843,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
7844,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
7845,Greenland,UA,"Action, Thriller",119 min,6.4
7846,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
7847,Kol,16,"Crime, Horror, Mystery",112 min,7.1
7848,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
7849,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
7850,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
7851,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
7852,365 dni,A,"Drama, Romance",114 min,3.3
7853,The Father,UA,"Drama, Mystery",97 min,8.2
7854,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
7855,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
7856,Hamilton,12+,"Biography, Drama, History",160 min,8.3
7857,After We Collided,18,"Drama, Romance",105 min,5
7858,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
7859,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
7860,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
7861,Extraction,18,"Action, Thriller",116 min,6.7
7862,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
7863,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
7864,Druk,16,"Comedy, Drama",117 min,7.7
7865,The Old Guard,18,"Action, Thriller",125 min,6.6
7866,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
7867,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
7868,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
7869,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
7870,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
7871,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
7872,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
7873,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
7874,De slag om de Schelde,18,"Drama, War",124 min,7.1
7875,Soul,U,"Animation, Adventure, Comedy",100 min,8
7876,Greyhound,A,"Action, Drama, History",91 min,7
7877,Minari,UA,Drama,115 min,7.4
7878,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
7879,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
7880,Pieces of a Woman,18,Drama,126 min,7
7881,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
7882,Run,16,"Mystery, Thriller",90 min,6.7
7883,The Way Back,R,"Drama, Sport",108 min,6.7
7884,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
7885,Nomadland,UA,Drama,107 min,7.3
7886,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
7887,Unhinged,A,"Action, Thriller",90 min,6
7888,Becky,R,"Action, Crime, Drama",93 min,5.9
7889,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
7890,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
7891,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
7892,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
7893,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
7894,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
7895,Greenland,UA,"Action, Thriller",119 min,6.4
7896,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
7897,Kol,16,"Crime, Horror, Mystery",112 min,7.1
7898,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
7899,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
7900,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
7901,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
7902,365 dni,A,"Drama, Romance",114 min,3.3
7903,The Father,UA,"Drama, Mystery",97 min,8.2
7904,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
7905,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
7906,Hamilton,12+,"Biography, Drama, History",160 min,8.3
7907,After We Collided,18,"Drama, Romance",105 min,5
7908,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
7909,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
7910,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
7911,Extraction,18,"Action, Thriller",116 min,6.7
7912,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
7913,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
7914,Druk,16,"Comedy, Drama",117 min,7.7
7915,The Old Guard,18,"Action, Thriller",125 min,6.6
7916,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
7917,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
7918,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
7919,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
7920,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
7921,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
7922,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
7923,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
7924,De slag om de Schelde,18,"Drama, War",124 min,7.1
7925,Soul,U,"Animation, Adventure, Comedy",100 min,8
7926,Greyhound,A,"Action, Drama, History",91 min,7
7927,Minari,UA,Drama,115 min,7.4
7928,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
7929,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
7930,Pieces of a Woman,18,Drama,126 min,7
7931,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
7932,Run,16,"Mystery, Thriller",90 min,6.7
7933,The Way Back,R,"Drama, Sport",108 min,6.7
7934,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
7935,Nomadland,UA,Drama,107 min,7.3
7936,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
7937,Unhinged,A,"Action, Thriller",90 min,6
7938,Becky,R,"Action, Crime, Drama",93 min,5.9
7939,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
7940,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
7941,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
7942,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
7943,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
7944,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
7945,Greenland,UA,"Action, Thriller",119 min,6.4
7946,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
7947,Kol,16,"Crime, Horror, Mystery",112 min,7.1
7948,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
7949,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
7950,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
7951,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
7952,365 dni,A,"Drama, Romance",114 min,3.3
7953,The Father,UA,"Drama, Mystery",97 min,8.2
7954,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
7955,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
7956,Hamilton,12+,"Biography, Drama, History",160 min,8.3
7957,After We Collided,18,"Drama, Romance",105 min,5
7958,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
7959,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
7960,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
7961,Extraction,18,"Action, Thriller",116 min,6.7
7962,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
7963,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
7964,Druk,16,"Comedy, Drama",117 min,7.7
7965,The Old Guard,18,"Action, Thriller",125 min,6.6
7966,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
7967,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
7968,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
7969,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
7970,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
7971,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
7972,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
7973,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
7974,De slag om de Schelde,18,"Drama, War",124 min,7.1
7975,Soul,U,"Animation, Adventure, Comedy",100 min,8
7976,Greyhound,A,"Action, Drama, History",91 min,7
7977,Minari,UA,Drama,115 min,7.4
7978,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
7979,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
7980,Pieces of a Woman,18,Drama,126 min,7
7981,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
7982,Run,16,"Mystery, Thriller",90 min,6.7
7983,The Way Back,R,"Drama, Sport",108 min,6.7
7984,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
7985,Nomadland,UA,Drama,107 min,7.3
7986,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
7987,Unhinged,A,"Action, Thriller",90 min,6
7988,Becky,R,"Action, Crime, Drama",93 min,5.9
7989,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
7990,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
7991,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
7992,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
7993,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
7994,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
7995,Greenland,UA,"Action, Thriller",119 min,6.4
7996,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
7997,Kol,16,"Crime, Horror, Mystery",112 min,7.1
7998,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
7999,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
8000,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
8001,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
8002,365 dni,A,"Drama, Romance",114 min,3.3
8003,The Father,UA,"Drama, Mystery",97 min,8.2
8004,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
8005,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
8006,Hamilton,12+,"Biography, Drama, History",160 min,8.3
8007,After We Collided,18,"Drama, Romance",105 min,5
8008,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
8009,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
8010,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
8011,Extraction,18,"Action, Thriller",116 min,6.7
8012,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
8013,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
8014,Druk,16,"Comedy, Drama",117 min,7.7
8015,The Old Guard,18,"Action, Thriller",125 min,6.6
8016,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
8017,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
8018,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
8019,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
8020,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
8021,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
8022,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
8023,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
8024,De slag om de Schelde,18,"Drama, War",124 min,7.1
8025,Soul,U,"Animation, Adventure, Comedy",100 min,8
8026,Greyhound,A,"Action, Drama, History",91 min,7
8027,Minari,UA,Drama,115 min,7.4
8028,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
8029,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
8030,Pieces of a Woman,18,Drama,126 min,7
8031,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
8032,Run,16,"Mystery, Thriller",90 min,6.7
8033,The Way Back,R,"Drama, Sport",108 min,6.7
8034,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
8035,Nomadland,UA,Drama,107 min,7.3
8036,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
8037,Unhinged,A,"Action, Thriller",90 min,6
8038,Becky,R,"Action, Crime, Drama",93 min,5.9
8039,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
8040,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
8041,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
8042,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
8043,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
8044,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
8045,Greenland,UA,"Action, Thriller",119 min,6.4
8046,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
8047,Kol,16,"Crime, Horror, Mystery",112 min,7.1
8048,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
8049,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
8050,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
8051,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
8052,365 dni,A,"Drama, Romance",114 min,3.3
8053,The Father,UA,"Drama, Mystery",97 min,8.2
8054,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
8055,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
8056,Hamilton,12+,"Biography, Drama, History",160 min,8.3
8057,After We Collided,18,"Drama, Romance",105 min,5
8058,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
8059,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
8060,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
8061,Extraction,18,"Action, Thriller",116 min,6.7
8062,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
8063,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
8064,Druk,16,"Comedy, Drama",117 min,7.7
8065,The Old Guard,18,"Action, Thriller",125 min,6.6
8066,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
8067,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
8068,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
8069,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
8070,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
8071,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
8072,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
8073,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
8074,De slag om de Schelde,18,"Drama, War",124 min,7.1
8075,Soul,U,"Animation, Adventure, Comedy",100 min,8
8076,Greyhound,A,"Action, Drama, History",91 min,7
8077,Minari,UA,Drama,115 min,7.4
8078,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
8079,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
8080,Pieces of a Woman,18,Drama,126 min,7
8081,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
8082,Run,16,"Mystery, Thriller",90 min,6.7
8083,The Way Back,R,"Drama, Sport",108 min,6.7
8084,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
8085,Nomadland,UA,Drama,107 min,7.3
8086,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
8087,Unhinged,A,"Action, Thriller",90 min,6
8088,Becky,R,"Action, Crime, Drama",93 min,5.9
8089,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
8090,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
8091,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
8092,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
8093,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
8094,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
8095,Greenland,UA,"Action, Thriller",119 min,6.4
8096,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
8097,Kol,16,"Crime, Horror, Mystery",112 min,7.1
8098,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
8099,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
8100,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
8101,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
8102,365 dni,A,"Drama, Romance",114 min,3.3
8103,The Father,UA,"Drama, Mystery",97 min,8.2
8104,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
8105,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
8106,Hamilton,12+,"Biography, Drama, History",160 min,8.3
8107,After We Collided,18,"Drama, Romance",105 min,5
8108,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
8109,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
8110,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
8111,Extraction,18,"Action, Thriller",116 min,6.7
8112,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
8113,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
8114,Druk,16,"Comedy, Drama",117 min,7.7
8115,The Old Guard,18,"Action, Thriller",125 min,6.6
8116,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
8117,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
8118,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
8119,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
8120,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
8121,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
8122,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
8123,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
8124,De slag om de Schelde,18,"Drama, War",124 min,7.1
8125,Soul,U,"Animation, Adventure, Comedy",100 min,8
8126,Greyhound,A,"Action, Drama, History",91 min,7
8127,Minari,UA,Drama,115 min,7.4
8128,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
8129,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
8130,Pieces of a Woman,18,Drama,126 min,7
8131,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
8132,Run,16,"Mystery, Thriller",90 min,6.7
8133,The Way Back,R,"Drama, Sport",108 min,6.7
8134,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
8135,Nomadland,UA,Drama,107 min,7.3
8136,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
8137,Unhinged,A,"Action, Thriller",90 min,6
8138,Becky,R,"Action, Crime, Drama",93 min,5.9
8139,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
8140,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
8141,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
8142,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
8143,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
8144,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
8145,Greenland,UA,"Action, Thriller",119 min,6.4
8146,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
8147,Kol,16,"Crime, Horror, Mystery",112 min,7.1
8148,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
8149,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
8150,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
8151,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
8152,365 dni,A,"Drama, Romance",114 min,3.3
8153,The Father,UA,"Drama, Mystery",97 min,8.2
8154,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
8155,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
8156,Hamilton,12+,"Biography, Drama, History",160 min,8.3
8157,After We Collided,18,"Drama, Romance",105 min,5
8158,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
8159,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
8160,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
8161,Extraction,18,"Action, Thriller",116 min,6.7
8162,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
8163,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
8164,Druk,16,"Comedy, Drama",117 min,7.7
8165,The Old Guard,18,"Action, Thriller",125 min,6.6
8166,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
8167,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
8168,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
8169,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
8170,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
8171,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
8172,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
8173,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
8174,De slag om de Schelde,18,"Drama, War",124 min,7.1
8175,Soul,U,"Animation, Adventure, Comedy",100 min,8
8176,Greyhound,A,"Action, Drama, History",91 min,7
8177,Minari,UA,Drama,115 min,7.4
8178,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
8179,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
8180,Pieces of a Woman,18,Drama,126 min,7
8181,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
8182,Run,16,"Mystery, Thriller",90 min,6.7
8183,The Way Back,R,"Drama, Sport",108 min,6.7
8184,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
8185,Nomadland,UA,Drama,107 min,7.3
8186,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
8187,Unhinged,A,"Action, Thriller",90 min,6
8188,Becky,R,"Action, Crime, Drama",93 min,5.9
8189,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
8190,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
8191,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
8192,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
8193,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
8194,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
8195,Greenland,UA,"Action, Thriller",119 min,6.4
8196,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
8197,Kol,16,"Crime, Horror, Mystery",112 min,7.1
8198,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
8199,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
8200,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
8201,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
8202,365 dni,A,"Drama, Romance",114 min,3.3
8203,The Father,UA,"Drama, Mystery",97 min,8.2
8204,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
8205,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
8206,Hamilton,12+,"Biography, Drama, History",160 min,8.3
8207,After We Collided,18,"Drama, Romance",105 min,5
8208,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
8209,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
8210,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
8211,Extraction,18,"Action, Thriller",116 min,6.7
8212,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
8213,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
8214,Druk,16,"Comedy, Drama",117 min,7.7
8215,The Old Guard,18,"Action, Thriller",125 min,6.6
8216,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
