index,title,certificate,genre,runtime,rating
9341,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
9342,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
9343,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
9344,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
9345,Greenland,UA,"Action, Thriller",119 min,6.4
9346,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
9347,Kol,16,"Crime, Horror, Mystery",112 min,7.1
9348,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
9349,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
9350,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
9351,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
9352,365 dni,A,"Drama, Romance",114 min,3.3
9353,The Father,UA,"Drama, Mystery",97 min,8.2
9354,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
9355,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
9356,Hamilton,12+,"Biography, Drama, History",160 min,8.3
9357,After We Collided,18,"Drama, Romance",105 min,5
9358,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
9359,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
9360,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
9361,Extraction,18,"Action, Thriller",116 min,6.7
9362,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
9363,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
9364,Druk,16,"Comedy, Drama",117 min,7.7
9365,The Old Guard,18,"Action, Thriller",125 min,6.6
9366,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
9367,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
9368,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
9369,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
9370,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
9371,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
9372,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
9373,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
9374,De slag om de Schelde,18,"Drama, War",124 min,7.1
9375,Soul,U,"Animation, Adventure, Comedy",100 min,8
9376,Greyhound,A,"Action, Drama, History",91 min,7
9377,Minari,UA,Drama,115 min,7.4
9378,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
9379,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
9380,Pieces of a Woman,18,Drama,126 min,7
9381,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
9382,Run,16,"Mystery, Thriller",90 min,6.7
9383,The Way Back,R,"Drama, Sport",108 min,6.7
9384,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
9385,Nomadland,UA,Drama,107 min,7.3
9386,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
9387,Unhinged,A,"Action, Thriller",90 min,6
9388,Becky,R,"Action, Crime, Drama",93 min,5.9
9389,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
9390,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
9391,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
9392,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
9393,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
9394,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
9395,Greenland,UA,"Action, Thriller",119 min,6.4
9396,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
9397,Kol,16,"Crime, Horror, Mystery",112 min,7.1
9398,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
9399,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
9400,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
9401,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
9402,365 dni,A,"Drama, Romance",114 min,3.3
9403,The Father,UA,"Drama, Mystery",97 min,8.2
9404,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
9405,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
9406,Hamilton,12+,"Biography, Drama, History",160 min,8.3
9407,After We Collided,18,"Drama, Romance",105 min,5
9408,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
9409,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
9410,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
9411,Extraction,18,"Action, Thriller",116 min,6.7
9412,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
9413,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
9414,Druk,16,"Comedy, Drama",117 min,7.7
9415,The Old Guard,18,"Action, Thriller",125 min,6.6
9416,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
9417,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
9418,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
9419,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
9420,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
9421,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
9422,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
9423,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
9424,De slag om de Schelde,18,"Drama, War",124 min,7.1
9425,Soul,U,"Animation, Adventure, Comedy",100 min,8
9426,Greyhound,A,"Action, Drama, History",91 min,7
9427,Minari,UA,Drama,115 min,7.4
9428,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
9429,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
9430,Pieces of a Woman,18,Drama,126 min,7
9431,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
9432,Run,16,"Mystery, Thriller",90 min,6.7
9433,The Way Back,R,"Drama, Sport",108 min,6.7
9434,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
9435,Nomadland,UA,Drama,107 min,7.3
9436,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
9437,Unhinged,A,"Action, Thriller",90 min,6
9438,Becky,R,"Action, Crime, Drama",93 min,5.9
9439,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
9440,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
9441,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
9442,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
9443,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
9444,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
9445,Greenland,UA,"Action, Thriller",119 min,6.4
9446,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
9447,Kol,16,"Crime, Horror, Mystery",112 min,7.1
9448,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
9449,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
9450,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
9451,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
9452,365 dni,A,"Drama, Romance",114 min,3.3
9453,The Father,UA,"Drama, Mystery",97 min,8.2
9454,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
9455,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
9456,Hamilton,12+,"Biography, Drama, History",160 min,8.3
9457,After We Collided,18,"Drama, Romance",105 min,5
9458,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
9459,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
9460,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
9461,Extraction,18,"Action, Thriller",116 min,6.7
9462,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
9463,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
9464,Druk,16,"Comedy, Drama",117 min,7.7
9465,The Old Guard,18,"Action, Thriller",125 min,6.6
9466,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
9467,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
9468,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
9469,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
9470,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
9471,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
9472,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
9473,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
9474,De slag om de Schelde,18,"Drama, War",124 min,7.1
9475,Soul,U,"Animation, Adventure, Comedy",100 min,8
9476,Greyhound,A,"Action, Drama, History",91 min,7
9477,Minari,UA,Drama,115 min,7.4
9478,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
9479,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
9480,Pieces of a Woman,18,Drama,126 min,7
9481,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
9482,Run,16,"Mystery, Thriller",90 min,6.7
9483,The Way Back,R,"Drama, Sport",108 min,6.7
9484,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
9485,Nomadland,UA,Drama,107 min,7.3
9486,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
9487,Unhinged,A,"Action, Thriller",90 min,6
9488,Becky,R,"Action, Crime, Drama",93 min,5.9
9489,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
9490,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
9491,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
9492,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
9493,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
9494,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
9495,Greenland,UA,"Action, Thriller",119 min,6.4
9496,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
9497,Kol,16,"Crime, Horror, Mystery",112 min,7.1
9498,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
9499,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
9500,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
9501,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
9502,365 dni,A,"Drama, Romance",114 min,3.3
9503,The Father,UA,"Drama, Mystery",97 min,8.2
9504,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
9505,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
9506,Hamilton,12+,"Biography, Drama, History",160 min,8.3
9507,After We Collided,18,"Drama, Romance",105 min,5
9508,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
9509,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
9510,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
9511,Extraction,18,"Action, Thriller",116 min,6.7
9512,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
9513,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
9514,Druk,16,"Comedy, Drama",117 min,7.7
9515,The Old Guard,18,"Action, Thriller",125 min,6.6
9516,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
9517,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
9518,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
9519,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
9520,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
9521,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
9522,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
9523,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
9524,De slag om de Schelde,18,"Drama, War",124 min,7.1
9525,Soul,U,"Animation, Adventure, Comedy",100 min,8
9526,Greyhound,A,"Action, Drama, History",91 min,7
9527,Minari,UA,Drama,115 min,7.4
9528,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
9529,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
9530,Pieces of a Woman,18,Drama,126 min,7
9531,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
9532,Run,16,"Mystery, Thriller",90 min,6.7
9533,The Way Back,R,"Drama, Sport",108 min,6.7
9534,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
9535,Nomadland,UA,Drama,107 min,7.3
9536,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
9537,Unhinged,A,"Action, Thriller",90 min,6
9538,Becky,R,"Action, Crime, Drama",93 min,5.9
9539,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
9540,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
9541,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
9542,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
9543,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
9544,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
9545,Greenland,UA,"Action, Thriller",119 min,6.4
9546,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
9547,Kol,16,"Crime, Horror, Mystery",112 min,7.1
9548,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
9549,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
9550,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
9551,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
9552,365 dni,A,"Drama, Romance",114 min,3.3
9553,The Father,UA,"Drama, Mystery",97 min,8.2
9554,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
9555,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
9556,Hamilton,12+,"Biography, Drama, History",160 min,8.3
9557,After We Collided,18,"Drama, Romance",105 min,5
9558,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
9559,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
9560,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
9561,Extraction,18,"Action, Thriller",116 min,6.7
9562,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
9563,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
9564,Druk,16,"Comedy, Drama",117 min,7.7
9565,The Old Guard,18,"Action, Thriller",125 min,6.6
9566,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
9567,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
9568,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
9569,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
9570,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
9571,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
9572,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
9573,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
9574,De slag om de Schelde,18,"Drama, War",124 min,7.1
9575,Soul,U,"Animation, Adventure, Comedy",100 min,8
9576,Greyhound,A,"Action, Drama, History",91 min,7
9577,Minari,UA,Drama,115 min,7.4
9578,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
9579,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
9580,Pieces of a Woman,18,Drama,126 min,7
9581,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
9582,Run,16,"Mystery, Thriller",90 min,6.7
9583,The Way Back,R,"Drama, Sport",108 min,6.7
9584,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
9585,Nomadland,UA,Drama,107 min,7.3
9586,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
9587,Unhinged,A,"Action, Thriller",90 min,6
9588,Becky,R,"Action, Crime, Drama",93 min,5.9
9589,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
9590,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
9591,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
9592,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
9593,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
9594,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
9595,Greenland,UA,"Action, Thriller",119 min,6.4
9596,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
9597,Kol,16,"Crime, Horror, Mystery",112 min,7.1
9598,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
9599,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
9600,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
9601,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
9602,365 dni,A,"Drama, Romance",114 min,3.3
9603,The Father,UA,"Drama, Mystery",97 min,8.2
9604,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
9605,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
9606,Hamilton,12+,"Biography, Drama, History",160 min,8.3
9607,After We Collided,18,"Drama, Romance",105 min,5
9608,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
9609,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
9610,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
9611,Extraction,18,"Action, Thriller",116 min,6.7
9612,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
9613,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
9614,Druk,16,"Comedy, Drama",117 min,7.7
9615,The Old Guard,18,"Action, Thriller",125 min,6.6
9616,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
9617,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
9618,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
9619,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
9620,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
9621,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
9622,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
9623,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
9624,De slag om de Schelde,18,"Drama, War",124 min,7.1
9625,Soul,U,"Animation, Adventure, Comedy",100 min,8
9626,Greyhound,A,"Action, Drama, History",91 min,7
9627,Minari,UA,Drama,115 min,7.4
9628,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
9629,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
9630,Pieces of a Woman,18,Drama,126 min,7
9631,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
9632,Run,16,"Mystery, Thriller",90 min,6.7
9633,The Way Back,R,"Drama, Sport",108 min,6.7
9634,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
9635,Nomadland,UA,Drama,107 min,7.3
9636,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
9637,Unhinged,A,"Action, Thriller",90 min,6
9638,Becky,R,"Action, Crime, Drama",93 min,5.9
9639,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
9640,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
9641,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
9642,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
9643,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
9644,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
9645,Greenland,UA,"Action, Thriller",119 min,6.4
9646,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
9647,Kol,16,"Crime, Horror, Mystery",112 min,7.1
9648,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
9649,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
9650,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
9651,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
9652,365 dni,A,"Drama, Romance",114 min,3.3
9653,The Father,UA,"Drama, Mystery",97 min,8.2
9654,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
9655,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
9656,Hamilton,12+,"Biography, Drama, History",160 min,8.3
9657,After We Collided,18,"Drama, Romance",105 min,5
9658,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
9659,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
9660,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
9661,Extraction,18,"Action, Thriller",116 min,6.7
9662,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
9663,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
9664,Druk,16,"Comedy, Drama",117 min,7.7
9665,The Old Guard,18,"Action, Thriller",125 min,6.6
9666,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
9667,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
9668,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
9669,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
9670,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
9671,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
9672,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
9673,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
9674,De slag om de Schelde,18,"Drama, War",124 min,7.1
9675,Soul,U,"Animation, Adventure, Comedy",100 min,8
9676,Greyhound,A,"Action, Drama, History",91 min,7
9677,Minari,UA,Drama,115 min,7.4
9678,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
9679,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
9680,Pieces of a Woman,18,Drama,126 min,7
9681,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
9682,Run,16,"Mystery, Thriller",90 min,6.7
9683,The Way Back,R,"Drama, Sport",108 min,6.7
9684,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
9685,Nomadland,UA,Drama,107 min,7.3
9686,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
9687,Unhinged,A,"Action, Thriller",90 min,6
9688,Becky,R,"Action, Crime, Drama",93 min,5.9
9689,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
9690,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
9691,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
9692,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
9693,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
9694,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
9695,Greenland,UA,"Action, Thriller",119 min,6.4
9696,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
9697,Kol,16,"Crime, Horror, Mystery",112 min,7.1
9698,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
9699,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
9700,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
9701,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
9702,365 dni,A,"Drama, Romance",114 min,3.3
9703,The Father,UA,"Drama, Mystery",97 min,8.2
9704,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
9705,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
9706,Hamilton,12+,"Biography, Drama, History",160 min,8.3
9707,After We Collided,18,"Drama, Romance",105 min,5
9708,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
9709,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
9710,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
9711,Extraction,18,"Action, Thriller",116 min,6.7
9712,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
9713,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
9714,Druk,16,"Comedy, Drama",117 min,7.7
9715,The Old Guard,18,"Action, Thriller",125 min,6.6
9716,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
9717,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
9718,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
9719,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
9720,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
9721,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
9722,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
9723,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
9724,De slag om de Schelde,18,"Drama, War",124 min,7.1
9725,Soul,U,"Animation, Adventure, Comedy",100 min,8
9726,Greyhound,A,"Action, Drama, History",91 min,7
9727,Minari,UA,Drama,115 min,7.4
9728,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
9729,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
9730,Pieces of a Woman,18,Drama,126 min,7
9731,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
9732,Run,16,"Mystery, Thriller",90 min,6.7
9733,The Way Back,R,"Drama, Sport",108 min,6.7
9734,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
9735,Nomadland,UA,Drama,107 min,7.3
9736,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
9737,Unhinged,A,"Action, Thriller",90 min,6
9738,Becky,R,"Action, Crime, Drama",93 min,5.9
9739,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
9740,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
9741,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
9742,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
9743,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
9744,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
9745,Greenland,UA,"Action, Thriller",119 min,6.4
9746,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
9747,Kol,16,"Crime, Horror, Mystery",112 min,7.1
9748,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
9749,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
9750,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
9751,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
9752,365 dni,A,"Drama, Romance",114 min,3.3
9753,The Father,UA,"Drama, Mystery",97 min,8.2
9754,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
9755,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
9756,Hamilton,12+,"Biography, Drama, History",160 min,8.3
9757,After We Collided,18,"Drama, Romance",105 min,5
