index,title,certificate,genre,runtime,rating
429,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
430,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
431,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
432,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
433,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
434,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
435,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
436,Pleasure,R,Drama,109 min,6.4
437,The Last Duel,A,"Action, Drama, History",152 min,7.4
438,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
439,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
440,The Power of the Dog,16,"Drama, Western",126 min,6.8
441,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
442,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
443,Pig,R,"Drama, Mystery",92 min,6.9
444,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
445,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
446,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
447,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
448,Silent Hours,None,"Crime, Thriller",156 min,5.2
449,Boiling Point,R,"Drama, Thriller",92 min,7.5
450,The Road Dance,None,Drama,116 min,7
451,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
452,Nobody,A,"Action, Crime, Drama",92 min,7.4
453,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
454,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
455,CODA,A,"Comedy, Drama, Music",111 min,8
456,F9,UA,"Action, Crime, Thriller",143 min,5.2
457,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
458,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
459,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
460,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
461,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
462,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
463,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
464,The Fallout,A,Drama,96 min,7
465,The Black Phone,A,"Horror, Thriller",103 min,6.9
466,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
467,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
468,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
469,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
470,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
471,Encanto,U,"Animation, Comedy, Family",102 min,7.2
472,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
473,Old,UA,"Drama, Horror, Mystery",108 min,5.8
474,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
475,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
476,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
477,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
478,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
479,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
480,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
481,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
482,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
483,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
484,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
485,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
486,Pleasure,R,Drama,109 min,6.4
487,The Last Duel,A,"Action, Drama, History",152 min,7.4
488,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
489,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
490,The Power of the Dog,16,"Drama, Western",126 min,6.8
491,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
492,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
493,Pig,R,"Drama, Mystery",92 min,6.9
494,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
495,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
496,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
497,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
498,Silent Hours,None,"Crime, Thriller",156 min,5.2
499,Boiling Point,R,"Drama, Thriller",92 min,7.5
500,The Road Dance,None,Drama,116 min,7
501,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
502,Nobody,A,"Action, Crime, Drama",92 min,7.4
503,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
504,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
505,CODA,A,"Comedy, Drama, Music",111 min,8
506,F9,UA,"Action, Crime, Thriller",143 min,5.2
507,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
508,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
509,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
510,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
511,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
512,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
513,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
514,The Fallout,A,Drama,96 min,7
515,The Black Phone,A,"Horror, Thriller",103 min,6.9
516,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
517,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
518,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
519,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
520,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
521,Encanto,U,"Animation, Comedy, Family",102 min,7.2
522,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
523,Old,UA,"Drama, Horror, Mystery",108 min,5.8
524,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
525,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
526,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
527,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
528,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
529,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
530,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
531,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
532,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
533,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
534,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
535,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
536,Pleasure,R,Drama,109 min,6.4
537,The Last Duel,A,"Action, Drama, History",152 min,7.4
538,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
539,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
540,The Power of the Dog,16,"Drama, Western",126 min,6.8
541,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
542,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
543,Pig,R,"Drama, Mystery",92 min,6.9
544,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
545,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
546,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
547,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
548,Silent Hours,None,"Crime, Thriller",156 min,5.2
549,Boiling Point,R,"Drama, Thriller",92 min,7.5
550,The Road Dance,None,Drama,116 min,7
551,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
552,Nobody,A,"Action, Crime, Drama",92 min,7.4
553,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
554,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
555,CODA,A,"Comedy, Drama, Music",111 min,8
556,F9,UA,"Action, Crime, Thriller",143 min,5.2
557,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
558,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
559,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
560,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
561,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
562,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
563,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
564,The Fallout,A,Drama,96 min,7
565,The Black Phone,A,"Horror, Thriller",103 min,6.9
566,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
567,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
568,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
569,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
570,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
571,Encanto,U,"Animation, Comedy, Family",102 min,7.2
572,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
573,Old,UA,"Drama, Horror, Mystery",108 min,5.8
574,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
575,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
576,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
577,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
578,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
579,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
580,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
581,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
582,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
583,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
584,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
585,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
586,Pleasure,R,Drama,109 min,6.4
587,The Last Duel,A,"Action, Drama, History",152 min,7.4
588,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
589,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
590,The Power of the Dog,16,"Drama, Western",126 min,6.8
591,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
592,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
593,Pig,R,"Drama, Mystery",92 min,6.9
594,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
595,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
596,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
597,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
598,Silent Hours,None,"Crime, Thriller",156 min,5.2
599,Boiling Point,R,"Drama, Thriller",92 min,7.5
600,The Road Dance,None,Drama,116 min,7
601,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
602,Nobody,A,"Action, Crime, Drama",92 min,7.4
603,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
604,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
605,CODA,A,"Comedy, Drama, Music",111 min,8
606,F9,UA,"Action, Crime, Thriller",143 min,5.2
607,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
608,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
609,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
610,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
611,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
612,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
613,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
614,The Fallout,A,Drama,96 min,7
615,The Black Phone,A,"Horror, Thriller",103 min,6.9
616,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
617,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
618,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
619,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
620,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
621,Encanto,U,"Animation, Comedy, Family",102 min,7.2
622,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
623,Old,UA,"Drama, Horror, Mystery",108 min,5.8
624,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
625,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
626,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
627,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
628,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
629,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
630,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
631,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
632,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
633,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
634,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
635,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
636,Pleasure,R,Drama,109 min,6.4
637,The Last Duel,A,"Action, Drama, History",152 min,7.4
638,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
639,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
640,The Power of the Dog,16,"Drama, Western",126 min,6.8
641,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
642,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
643,Pig,R,"Drama, Mystery",92 min,6.9
644,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
645,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
646,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
647,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
648,Silent Hours,None,"Crime, Thriller",156 min,5.2
649,Boiling Point,R,"Drama, Thriller",92 min,7.5
650,The Road Dance,None,Drama,116 min,7
651,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
652,Nobody,A,"Action, Crime, Drama",92 min,7.4
653,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
654,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
655,CODA,A,"Comedy, Drama, Music",111 min,8
656,F9,UA,"Action, Crime, Thriller",143 min,5.2
657,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
658,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
659,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
660,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
661,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
662,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
663,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
664,The Fallout,A,Drama,96 min,7
665,The Black Phone,A,"Horror, Thriller",103 min,6.9
666,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
667,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
668,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
669,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
670,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
671,Encanto,U,"Animation, Comedy, Family",102 min,7.2
672,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
673,Old,UA,"Drama, Horror, Mystery",108 min,5.8
674,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
675,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
676,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
677,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
678,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
679,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
680,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
681,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
682,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
683,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
684,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
685,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
686,Pleasure,R,Drama,109 min,6.4
687,The Last Duel,A,"Action, Drama, History",152 min,7.4
688,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
689,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
690,The Power of the Dog,16,"Drama, Western",126 min,6.8
691,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
692,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
693,Pig,R,"Drama, Mystery",92 min,6.9
694,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
695,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
696,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
697,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
698,Silent Hours,None,"Crime, Thriller",156 min,5.2
699,Boiling Point,R,"Drama, Thriller",92 min,7.5
700,The Road Dance,None,Drama,116 min,7
701,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
702,Nobody,A,"Action, Crime, Drama",92 min,7.4
703,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
704,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
705,CODA,A,"Comedy, Drama, Music",111 min,8
706,F9,UA,"Action, Crime, Thriller",143 min,5.2
707,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
708,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
709,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
710,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
711,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
712,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
713,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
714,The Fallout,A,Drama,96 min,7
715,The Black Phone,A,"Horror, Thriller",103 min,6.9
716,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
717,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
718,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
719,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
720,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
721,Encanto,U,"Animation, Comedy, Family",102 min,7.2
722,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
723,Old,UA,"Drama, Horror, Mystery",108 min,5.8
724,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
725,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
726,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
727,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
728,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
729,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
730,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
731,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
732,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
733,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
734,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
735,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
736,Pleasure,R,Drama,109 min,6.4
737,The Last Duel,A,"Action, Drama, History",152 min,7.4
738,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
739,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
740,The Power of the Dog,16,"Drama, Western",126 min,6.8
741,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
742,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
743,Pig,R,"Drama, Mystery",92 min,6.9
744,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
745,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
746,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
747,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
748,Silent Hours,None,"Crime, Thriller",156 min,5.2
749,Boiling Point,R,"Drama, Thriller",92 min,7.5
750,The Road Dance,None,Drama,116 min,7
751,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
752,Nobody,A,"Action, Crime, Drama",92 min,7.4
753,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
754,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
755,CODA,A,"Comedy, Drama, Music",111 min,8
756,F9,UA,"Action, Crime, Thriller",143 min,5.2
757,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
758,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
759,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
760,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
761,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
762,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
763,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
764,The Fallout,A,Drama,96 min,7
765,The Black Phone,A,"Horror, Thriller",103 min,6.9
766,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
767,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
768,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
769,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
770,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
771,Encanto,U,"Animation, Comedy, Family",102 min,7.2
772,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
773,Old,UA,"Drama, Horror, Mystery",108 min,5.8
774,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
775,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
776,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
777,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
778,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
779,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
780,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
781,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
782,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
783,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
784,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
785,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
786,Pleasure,R,Drama,109 min,6.4
787,The Last Duel,A,"Action, Drama, History",152 min,7.4
788,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
789,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
790,The Power of the Dog,16,"Drama, Western",126 min,6.8
