index,title,certificate,genre,runtime,rating
9316,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
9317,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
9318,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
9319,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
9320,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
9321,Encanto,U,"Animation, Comedy, Family",102 min,7.2
9322,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
9323,Old,UA,"Drama, Horror, Mystery",108 min,5.8
9324,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
9325,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
9326,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
9327,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
9328,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
9329,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
9330,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
9331,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
9332,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
9333,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
9334,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
9335,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
9336,Pleasure,R,Drama,109 min,6.4
9337,The Last Duel,A,"Action, Drama, History",152 min,7.4
9338,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
9339,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
9340,The Power of the Dog,16,"Drama, Western",126 min,6.8
9341,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
9342,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
9343,Pig,R,"Drama, Mystery",92 min,6.9
9344,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
9345,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
9346,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
9347,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
9348,Silent Hours,None,"Crime, Thriller",156 min,5.2
9349,Boiling Point,R,"Drama, Thriller",92 min,7.5
9350,The Road Dance,None,Drama,116 min,7
9351,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
9352,Nobody,A,"Action, Crime, Drama",92 min,7.4
9353,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
9354,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
9355,CODA,A,"Comedy, Drama, Music",111 min,8
9356,F9,UA,"Action, Crime, Thriller",143 min,5.2
9357,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
9358,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
9359,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
9360,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
9361,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
9362,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
9363,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
9364,The Fallout,A,Drama,96 min,7
9365,The Black Phone,A,"Horror, Thriller",103 min,6.9
9366,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
9367,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
9368,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
9369,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
9370,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
9371,Encanto,U,"Animation, Comedy, Family",102 min,7.2
9372,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
9373,Old,UA,"Drama, Horror, Mystery",108 min,5.8
9374,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
9375,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
9376,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
9377,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
9378,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
9379,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
9380,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
9381,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
9382,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
9383,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
9384,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
9385,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
9386,Pleasure,R,Drama,109 min,6.4
9387,The Last Duel,A,"Action, Drama, History",152 min,7.4
9388,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
9389,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
9390,The Power of the Dog,16,"Drama, Western",126 min,6.8
9391,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
9392,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
9393,Pig,R,"Drama, Mystery",92 min,6.9
9394,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
9395,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
9396,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
9397,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
9398,Silent Hours,None,"Crime, Thriller",156 min,5.2
9399,Boiling Point,R,"Drama, Thriller",92 min,7.5
9400,The Road Dance,None,Drama,116 min,7
9401,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
9402,Nobody,A,"Action, Crime, Drama",92 min,7.4
9403,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
9404,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
9405,CODA,A,"Comedy, Drama, Music",111 min,8
9406,F9,UA,"Action, Crime, Thriller",143 min,5.2
9407,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
9408,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
9409,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
9410,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
9411,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
9412,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
9413,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
9414,The Fallout,A,Drama,96 min,7
9415,The Black Phone,A,"Horror, Thriller",103 min,6.9
9416,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
9417,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
9418,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
9419,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
9420,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
9421,Encanto,U,"Animation, Comedy, Family",102 min,7.2
9422,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
9423,Old,UA,"Drama, Horror, Mystery",108 min,5.8
9424,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
9425,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
9426,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
9427,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
9428,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
9429,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
9430,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
9431,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
9432,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
9433,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
9434,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
9435,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
9436,Pleasure,R,Drama,109 min,6.4
9437,The Last Duel,A,"Action, Drama, History",152 min,7.4
9438,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
9439,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
9440,The Power of the Dog,16,"Drama, Western",126 min,6.8
9441,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
9442,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
9443,Pig,R,"Drama, Mystery",92 min,6.9
9444,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
9445,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
9446,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
9447,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
9448,Silent Hours,None,"Crime, Thriller",156 min,5.2
9449,Boiling Point,R,"Drama, Thriller",92 min,7.5
9450,The Road Dance,None,Drama,116 min,7
9451,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
9452,Nobody,A,"Action, Crime, Drama",92 min,7.4
9453,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
9454,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
9455,CODA,A,"Comedy, Drama, Music",111 min,8
9456,F9,UA,"Action, Crime, Thriller",143 min,5.2
9457,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
9458,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
9459,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
9460,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
9461,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
9462,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
9463,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
9464,The Fallout,A,Drama,96 min,7
9465,The Black Phone,A,"Horror, Thriller",103 min,6.9
9466,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
9467,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
9468,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
9469,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
9470,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
9471,Encanto,U,"Animation, Comedy, Family",102 min,7.2
9472,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
9473,Old,UA,"Drama, Horror, Mystery",108 min,5.8
9474,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
9475,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
9476,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
9477,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
9478,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
9479,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
9480,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
9481,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
9482,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
9483,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
9484,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
9485,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
9486,Pleasure,R,Drama,109 min,6.4
9487,The Last Duel,A,"Action, Drama, History",152 min,7.4
9488,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
9489,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
9490,The Power of the Dog,16,"Drama, Western",126 min,6.8
9491,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
9492,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
9493,Pig,R,"Drama, Mystery",92 min,6.9
9494,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
9495,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
9496,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
9497,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
9498,Silent Hours,None,"Crime, Thriller",156 min,5.2
9499,Boiling Point,R,"Drama, Thriller",92 min,7.5
9500,The Road Dance,None,Drama,116 min,7
9501,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
9502,Nobody,A,"Action, Crime, Drama",92 min,7.4
9503,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
9504,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
9505,CODA,A,"Comedy, Drama, Music",111 min,8
9506,F9,UA,"Action, Crime, Thriller",143 min,5.2
9507,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
9508,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
9509,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
9510,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
9511,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
9512,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
9513,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
9514,The Fallout,A,Drama,96 min,7
9515,The Black Phone,A,"Horror, Thriller",103 min,6.9
9516,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
9517,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
9518,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
9519,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
9520,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
9521,Encanto,U,"Animation, Comedy, Family",102 min,7.2
9522,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
9523,Old,UA,"Drama, Horror, Mystery",108 min,5.8
9524,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
9525,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
9526,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
9527,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
9528,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
9529,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
9530,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
9531,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
9532,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
9533,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
9534,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
9535,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
9536,Pleasure,R,Drama,109 min,6.4
9537,The Last Duel,A,"Action, Drama, History",152 min,7.4
9538,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
9539,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
9540,The Power of the Dog,16,"Drama, Western",126 min,6.8
9541,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
9542,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
9543,Pig,R,"Drama, Mystery",92 min,6.9
9544,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
9545,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
9546,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
9547,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
9548,Silent Hours,None,"Crime, Thriller",156 min,5.2
9549,Boiling Point,R,"Drama, Thriller",92 min,7.5
9550,The Road Dance,None,Drama,116 min,7
9551,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
9552,Nobody,A,"Action, Crime, Drama",92 min,7.4
9553,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
9554,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
9555,CODA,A,"Comedy, Drama, Music",111 min,8
9556,F9,UA,"Action, Crime, Thriller",143 min,5.2
9557,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
9558,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
9559,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
9560,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
9561,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
9562,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
9563,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
9564,The Fallout,A,Drama,96 min,7
9565,The Black Phone,A,"Horror, Thriller",103 min,6.9
9566,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
9567,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
9568,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
9569,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
9570,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
9571,Encanto,U,"Animation, Comedy, Family",102 min,7.2
9572,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
9573,Old,UA,"Drama, Horror, Mystery",108 min,5.8
9574,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
9575,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
9576,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
9577,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
9578,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
9579,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
9580,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
9581,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
9582,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
9583,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
9584,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
9585,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
9586,Pleasure,R,Drama,109 min,6.4
9587,The Last Duel,A,"Action, Drama, History",152 min,7.4
9588,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
9589,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
9590,The Power of the Dog,16,"Drama, Western",126 min,6.8
9591,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
9592,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
9593,Pig,R,"Drama, Mystery",92 min,6.9
9594,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
9595,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
9596,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
9597,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
9598,Silent Hours,None,"Crime, Thriller",156 min,5.2
9599,Boiling Point,R,"Drama, Thriller",92 min,7.5
9600,The Road Dance,None,Drama,116 min,7
9601,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
9602,Nobody,A,"Action, Crime, Drama",92 min,7.4
9603,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
9604,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
9605,CODA,A,"Comedy, Drama, Music",111 min,8
9606,F9,UA,"Action, Crime, Thriller",143 min,5.2
9607,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
9608,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
9609,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
9610,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
9611,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
9612,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
9613,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
9614,The Fallout,A,Drama,96 min,7
9615,The Black Phone,A,"Horror, Thriller",103 min,6.9
9616,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
9617,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
9618,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
9619,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
9620,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
9621,Encanto,U,"Animation, Comedy, Family",102 min,7.2
9622,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
9623,Old,UA,"Drama, Horror, Mystery",108 min,5.8
9624,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
9625,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
9626,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
9627,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
9628,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
9629,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
9630,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
9631,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
9632,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
9633,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
9634,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
9635,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
9636,Pleasure,R,Drama,109 min,6.4
9637,The Last Duel,A,"Action, Drama, History",152 min,7.4
9638,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
9639,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
9640,The Power of the Dog,16,"Drama, Western",126 min,6.8
9641,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
9642,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
9643,Pig,R,"Drama, Mystery",92 min,6.9
9644,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
9645,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
9646,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
9647,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
9648,Silent Hours,None,"Crime, Thriller",156 min,5.2
9649,Boiling Point,R,"Drama, Thriller",92 min,7.5
9650,The Road Dance,None,Drama,116 min,7
9651,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
9652,Nobody,A,"Action, Crime, Drama",92 min,7.4
9653,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
9654,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
9655,CODA,A,"Comedy, Drama, Music",111 min,8
9656,F9,UA,"Action, Crime, Thriller",143 min,5.2
9657,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
9658,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
9659,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
9660,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
9661,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
9662,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
9663,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
9664,The Fallout,A,Drama,96 min,7
9665,The Black Phone,A,"Horror, Thriller",103 min,6.9
9666,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
9667,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
9668,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
9669,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
9670,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
9671,Encanto,U,"Animation, Comedy, Family",102 min,7.2
9672,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
9673,Old,UA,"Drama, Horror, Mystery",108 min,5.8
9674,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
9675,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
9676,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
9677,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
9678,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
9679,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
9680,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
9681,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
9682,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
9683,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
9684,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
9685,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
9686,Pleasure,R,Drama,109 min,6.4
9687,The Last Duel,A,"Action, Drama, History",152 min,7.4
9688,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
9689,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
9690,The Power of the Dog,16,"Drama, Western",126 min,6.8
9691,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
9692,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
9693,Pig,R,"Drama, Mystery",92 min,6.9
9694,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
9695,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
9696,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
9697,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
9698,Silent Hours,None,"Crime, Thriller",156 min,5.2
9699,Boiling Point,R,"Drama, Thriller",92 min,7.5
9700,The Road Dance,None,Drama,116 min,7
9701,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
9702,Nobody,A,"Action, Crime, Drama",92 min,7.4
9703,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
9704,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
9705,CODA,A,"Comedy, Drama, Music",111 min,8
9706,F9,UA,"Action, Crime, Thriller",143 min,5.2
9707,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
9708,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
9709,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
9710,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
9711,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
9712,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
9713,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
9714,The Fallout,A,Drama,96 min,7
9715,The Black Phone,A,"Horror, Thriller",103 min,6.9
9716,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
9717,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
9718,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
9719,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
9720,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
9721,Encanto,U,"Animation, Comedy, Family",102 min,7.2
9722,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
9723,Old,UA,"Drama, Horror, Mystery",108 min,5.8
9724,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
9725,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
9726,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
9727,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
9728,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
9729,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
